Audio ID,output transcriptions 1,output transcriptions 2,flipkart transcriptions 1,error 1,error 2,final word error rate
10,एक्टिवा फोर जी कितने का प्राइस कितना है इसका,एक्टिवा फोर जी कितने का प्राइस कितना है उसका,एक्टिवा फोर जी कितने का हैं प्राइस कितना हैं इसका,0.2,0.3,0.2
11,कर लो उनके मैट्रेस दिखाओ,कर लो उनके मैट्रेस दिखा,@ _ @ कर्लन के मैट्रेस दिखाओ @ _ चला जाए कहीं @,0.75,1.0,0.75
12,ट्रिमर अंडर सिक्स थाउजेंड विद टू आवर्स बैटरी लाइफ,ट्रिमर अंडर सिक्स थाउजेंड विथ टू आवर्स बैटरी लाइफ,@ _  @ ट्रिमर अंडर सिक्स थाउजेंड विद @ _ @ टू आवर्स बैटरी लाइफ,0.0,0.1111111111111111,0.0
13,ऊषा का छत वाला फैन मिलेगा क्या सर आपको कितना,उषा का छत वाला फैन मिलेगा क्या सर आपको कितना, उषा का छत वाला फैन मिलेगा क्या @ _ @,0.5714285714285714,0.42857142857142855,0.42857142857142855
14,हाउ मच स्टार लेना वो कंप्लेंट प्रो मैत्री,हाउ मच स्टार लेना वो कंप्लेंट प्रो बैट्री,@ _ @ _ पर लेनोवो @ _  @ वन ट्वेंटी प्रो @ _ @ बैटरी,1.1666666666666667,1.1666666666666667,1.1666666666666667
15,कस्टोडियल दिखाओ,कॉमेट रियल दिखाओ,कॉटन के ड्रेस मैटेरियल्स दिखाओ ,0.8,0.8,0.8
16,रियल में प्रीकास्ट ऑफर दिखाओ,रियल में प्रीकास्ट ऑफर दिखा, रियलमी थ्री का बेस्ट ऑफ़र दिखाओ ,0.8333333333333334,1.0,0.8333333333333334
17,मुझे सादा चप्पल चाहिए होम जूस करने वाला,मुझे सारा चप्पल चाहिए होम जूस करने वाला, मुझे सादा चप्पल चाहिए होम यूज करने वाला ,0.125,0.25,0.125
18,एप्पल वाज सीरियस फॉर जीपीएस कितने की आती है,एप्पल वाच सीरीज फॉर जीपीएस कितने की आती है, एप्पल वाच सीरीज फॉर जी पी एस कितने की आती हैं ,0.5454545454545454,0.36363636363636365,0.36363636363636365
20,वाइल्ड क्राफ्ट मास,वाइल्ड क्राफ्ट मार्स,@ _  @ वाइल्डक्राफ्ट मास्क @ _ @,1.5,1.5,1.5
21,आई वांट टू सी मास्टर,आई वांट टू सी मास, आई वांट टू सी मास्क @ _ @,0.2,0.2,0.2
22,में सिक्सिक्सटी यात्रा है लेके किधर आता है,में सिक्सिक्सटी यात्रा है लेके किधर आना है, बेल स्लीव का टॉप दिखाइए गर्ल्स के लिए @ _ @ हाँ हाँ रुको @ गिजर ऑन कर गिजर ऑन कर @,1.0,1.0,1.0
23,यू में ऑल लैपटॉप्स वित्त एसएस डी आई टेन्स जेनरेशन,यू में ऑल लैपटॉप्स वित्त एसएसडी आई टेन्स जेनरेशन,@ _ @ शो मी ऑल लैपटॉप्स विद एस एस डी विद आई टेंथ जेनरेशन @ _ @,0.5833333333333334,0.6666666666666666,0.5833333333333334
24,मुझे सुन्दर सुनके दिखाइये,मुझे सुन्दर सुनके दिखाइए, मुझे सुन्दर झुमके दिखाइए ,0.5,0.25,0.25
25,कोरम मोदी वाला जा के देखा है मोदी वाला दिखाइए,कोरम मोदी वाला जा के देखा है मोदी वाला दिखाई,@ _ @ मोदी वाला जैकेट दिखाए @ तो आज पूरी दुनिया से मोदी वाला जैकेट दिखाइए कोरोना के वैक्सीन @,0.75,0.8125,0.75
26,मुझे शॉर्ट देखना है,मुझे शॉर्ट देखना हैं, मुझे शर्ट देखना हैं ,0.5,0.25,0.25
27,एल सी डेड टाइमिंग फाइव स्टार्स पेट्रोल एसी,एल सी डेड टाइमिंग फाइव स्टार्स पेट्रोल ए सी,@ _ @ एल जी डेढ़ टन फाइव स्टार स्प्लिट वाल ए सी ,0.8,0.6,0.6
28,पार्टी वे ज्यूलरी दिखाओ मस्त मुरारी,पार्टी वे ज्यूलरी दिखाओ मस्त मुराद,@ तू रह @ पार्टी वियर ज्वेलरी दिखाओ @ _ @ मस्त मस्त सुन्दर सुन्दर पार्टी वियर ज्वेलरी @ _ और _ @,0.7857142857142857,0.7857142857142857,0.7857142857142857
29,तोशीबा लैपटॉप विथ एसएसपी,तोशीबा लैपटॉप विथ एसएसडी, तोशीबा लैपटॉप विद एस एस डी @ _ @,0.6666666666666666,0.6666666666666666,0.6666666666666666
30,दो किलो चीनी,दो किलों चीनी, दो किलो चीनी ,0.0,0.3333333333333333,0.0
31,यू वेल रीसेंट देखो,यू वेल रीसेंट देखा, ज्वेलरी सेट दिखाओ ,1.3333333333333333,1.3333333333333333,1.3333333333333333
32,शादी वाला जूता दिखा हुआ शादी में जो कहीं देना वो वाला जो ना दिखाओ मुझे,शादी वाला जूता दिखा हुआ शादी में जो कह देना वो वाला जो ना दिखाओ मुझे,शादी वाला जूता दिखाओ शादी में जो पहनते हैं ना वह वाला जूता दिखाओ मुझे ,0.5333333333333333,0.5333333333333333,0.5333333333333333
33,आई वांट लेडीज रेल साइज जींस पैंट विद फिफ्टी परसेंट डिस्काउंट,आई वांट लेडीज रेल साइज जींस पैन विद फिफ्टी परसेंट डिस्काउंट, आई वांट लेडीज एल साइज जींस पैंट विद फिफ्टी पर्सेंट डिस्काउंट,0.18181818181818182,0.2727272727272727,0.18181818181818182
34,अच्छा वाला सैमसंग टैब,अच्छा वाला सैमसंग टाब,@ _ @ अच्छा वाला सैमसंग टैब @ _ @,0.0,0.25,0.0
35,रिब्रांडेड टू कापरेरेट,रिब्रांडेड टू कैरी,@ _ @ ब्रैंडेड जींस _ @ _  @,1.5,1.5,1.5
36,नाव्रत्ना ऑयल भारत नायल मिलेगा क्या आपके पास,नाव्रत्ना ऑयल भारत नायल मिलेगा क्या आप के पास, नवरत्ना ऑयल नवरत्ना ऑयल मिलेगा क्या आपके पास ,0.375,0.625,0.375
37,अभी केंड्रा स्टार चाहेंगे,अभी कैलियांड्रा स्टार चाहेंगे,_ रिमोट कंट्रोल टॉयज चाहिए,1.0,1.0,1.0
38,अरे पीला नहीं नीले कलर का कुर्ता,अरे पिला नहीं नीले कलर का कुर्ता,@ इस _ @ अरे पीला नहीं नीले कलर का कुर्ता @ व्हाट वी कैन डू इस फर्स्ट वी कैन गो @,0.0,0.14285714285714285,0.0
39,एनी ऑफर इन इलेक्ट्रॉनिक सेक्शन आई एम सर्चिंग फॉर हैंड बैंक,एनी ऑफर इन इलेक्ट्रॉनिक सेक्शन आई एम सर्चिंग फॉर हैंड बैंड,@ _ @ एनी ऑफ़र इन इलेक्ट्रॉनिक सेक्शन आई ऐम सर्चिंग फॉर _,0.4444444444444444,0.4444444444444444,0.4444444444444444
40,आई वांट लैपटॉप व्हिच हैज टू जी ले रहे एंड द फाइव हंड्रेड जीबी हार्ड डिस्क,आई वांट लैपटॉप व्हिच हैज टू जी में रहे एंड द फाइव हंड्रेड जीबी हार्ड डिस्क,@ _ @ आई वांट लैपटॉप व्हिच हैज टू जी बी रैम ऐंड फाइव हंड्रेड जी बी हार्ड डिस्क,0.375,0.375,0.375
41,आई नीड जिम आइटम्स,आई नीड जीम आइटम्स, आई नीड जिम आइटम्स @ चाहे @,0.0,0.25,0.0
42,अच्छा वाला ट्राइपॉड जिसमें कैमरा और मोबाइल दोनों इंस्टॉल कर सकें,अच्छा वाला ट्राइपॉड जिसमें कैमरा और मोबाइल दोनों इंस्टाल कर सकें,@ _ @ अच्छा वाला ट्राइपॉड जिसमे कैमरा और मोबाइल दोनों @ _ @ इंस्टॉल कर सके @ _ @,0.18181818181818182,0.2727272727272727,0.18181818181818182
43,गर्म उड़ने के लिए ब्लैंकिंग दिखाना ब्लैंकेट चाहिए मुझे,गर्ग उड़ने के लिए ब्लैंकिंग दिखाना ब्लैंकेट चाहिए मुझे,@ _ @ गरम ओड़ने के लिए ब्लैंकेट दिखाना ब्लैंकेट चाहिए मुझे ब्लैंकेट @ _ @,0.4,0.4,0.4
44,ये मम्मी के बकाये पर कोई तो अपना नहीं बताऊँगा नाली का मम्मी थोड़ी बताओ अपने और प्रतीक्षा,ये मम्मी के बकाये पर कोई तो अपना नहीं बताऊंगा नाली का मम्मी थोड़ी बताओ अपने और प्रतीक्षा,@ _ नहीं होता _ चेक _ बताओ _ @ चूड़ी बताओ @ _ लिए तुम्हें अपने हाथ प्रतिज्ञा के _ @,1.5,1.5,1.5
45,इयर रिंग्स गोल्ड का,इयररिंग्स गोल्ड का, इयररिंग्स गोल्ड का ,0.6666666666666666,0.0,0.0
46,दूसरी बात तब इन्क्लूड कार्ड,दूसरी बात तब इन्क्लूड कार्स,@ _  @ डू यू सेल बाथटब इन फ्लिपकार्ट,1.0,1.0,1.0
47,मुझे वाटर हीटर चाहिए वाटर हीटर पानी गरम करने वाला,मुझे वाटर हीटर चाहिए वाटर हीटर पानी गर्म करने वाला, मुझे वाटर हीटर चाहिए वाटर हीटर पानी गरम करने वाला ,0.0,0.1,0.0
48,अच्छा सारे बताओ,अच्छा सारी बताओ,@ _ @ अच्छा साड़ी बताओ @ _ @,0.3333333333333333,0.3333333333333333,0.3333333333333333
49,डेली यूज सिद्धांतों मिला होता है,डेली यूज सिद्धान्तों मिला होता है,@ पॉपुलेशन _ @ डेली यूज गाउन @ _ अमाबस्य पे जो कुंभ मेला होता हैं चार _ @,0.75,0.75,0.75
51,पार्टी वियर शूज,पार्टी वियर शूज़,पार्टी वियर शूज,0.0,0.3333333333333333,0.0
52,पूजा के आइटम्स दिखाओ,पूजा की आइटम्स दिखाओ,@ _ @ पूजा के आइटम्स दिखाओं @ _ @,0.25,0.5,0.25
53,में बिलिंग का लिस्टिंग दिखाइये,में बिलिंग का लिफ्टिंग दिखाइये,मेबेलीन का लिपस्टिक दिखाइए @ _ @ लाइट कलर में @ _ @,1.0,1.0,1.0
54,उन्नीस हजार का मोबाइल दिखाये,उन्नीस हजार का मोबाइल दिखाए,उन्नीस हज़ार का मोबाइल दिखाइए,0.4,0.4,0.4
55,ही सेट फॉर फोर्टीन फिफ्टीन इयर्स बॉयज,दी शेक फॉर फोर्टीन फिफ्टीन इयर्स बॉयज,टी शर्ट्स _ फोर्टीन फिफ्टीन इयर्स बॉयज,0.5,0.5,0.5
56,एंड रिमोट कंट्रोल कार शर्मा किट्स,एंड रिमोट कंट्रोल कार सर्मा किट्स,हैंड रिमोट कंट्रोल कार @ _ @ फॉर माय किड्स ,0.5714285714285714,0.5714285714285714,0.5714285714285714
57,स्केट बाइसिकल डबल टू के,स्केट बाई सिक्स डबल टू के,@ _ @ स्केट बाइसाइकिल @ डबल टू डबल अगेन @,0.5,0.6666666666666666,0.5
58,सैमसंग के एलईडी टीवी का रेट क्या है कस्टमाइजेशन,सैमसंग के एलईडी टीवी का रेट क्या है कस्टोमाइजेशन,सैमसंग के एल इ डी टी वी का रेट क्या हैं @ _ एंड फरदर औपटीमाईजेशन @,0.6363636363636364,0.6363636363636364,0.6363636363636364
59,संबंध पूरी साड़ी बताओ,संबंध पड़ी साड़ी बताओ,संबलपुरी साड़ी बताओ,0.6666666666666666,0.6666666666666666,0.6666666666666666
60,फॉर्च्यून सोया बीन ऑयल लेना,फॉर्च्यून सोयाबीन ऑयल लेना,फॉर्च्यून सोयाबीन ऑयल _,1.0,0.3333333333333333,0.3333333333333333
61,मुझे लेटेस्ट वाला पेंसिल फिट पैंट चाहिए,मुझे लेटेस्ट वाला पेंसिल फिट बैंड चाहिए,@ _ @ मुझे लेटेस्ट वाला पेंसिल फिट पैंट चाहिए @ _ @,0.0,0.14285714285714285,0.0
62,सोप्स में क्या है आपके पास यह कानून का राज्य से कम से,सोप्स में क्या है आपके पास या कानून का राज्य से कम से,सोप्स में क्या हैं आपके पास @ मध्य प्रदेश हैं या कानून का राज हैं _ एक कमज़ोर @,0.5625,0.5,0.5
63,रानी का ही सर सैनी का है सर,पानी का ही सर सैनी का है सर,सैनिटाइजर सैनिटाइजर @ _ @,4.0,4.0,4.0
64,यही अपनी पार्टी के हमारे टैक्सी,यही अपनी पार्टी के हवाई टैक्सी, जितनी _ टू अवॉइड दैट हाइड एंड सीक बिस्,1.0,1.0,1.0
66,जेम्स है क्या हजार के नीचे,जीन्स है क्या हजार के नीचे,जींस हैं क्या हज़ार के नीचे,0.5,0.5,0.5
67,शो मी सम गुड सीन इन मोबाइल,शो मी सम गुड डील इन मोबाइल,शो मी सम गुड डील इन मोबाइल,0.14285714285714285,0.0,0.0
68,वाल में लगाने वाला हेयर का तेल,बाल में लगाने वाला हेयर का तेल,बाल में लगाने वाला हेयर का तेल @ _ @,0.14285714285714285,0.0,0.0
69,इस में कुछ नहीं है दिखाओ,इस में कुछ नहीं दिखाओ,फ्रिज में कुछ नया दिखाओ,0.6,0.4,0.4
70,फाउंडेशन मेकिंग द,फाउंडेशन मेकिंग है,फाउंडेशन में क्या हैं दिखाइए,0.8,0.8,0.8
71,जय पति चाहिए,जय पत्ती चाहिए,@ _ @ चाय पत्ती चाहिए @ _ @,0.6666666666666666,0.3333333333333333,0.3333333333333333
72,ए ग्रीन टी का रेट क्या है,ये ग्रीन टी का रेट क्या है,ये ग्रीन टी का रेट क्या हैं @ _ @,0.2857142857142857,0.14285714285714285,0.14285714285714285
73,सीलिंग फैन दिखाया है रिमोट कंट्रोल वाला नहीं चलेगा,सीलिंग फैन दिखाया रिमोट कंट्रोल वाला नहीं चलेगा,सीलिंग फैन दिखाइए रिमोट कंट्रोल वाला @ नहीं नहीं टेबल फैन @ नहीं सीलिंग फैन @ नहीं नहीं टेबल फैन @,0.6666666666666666,0.5,0.5
74,उसके पास कोई प्रेस पोलो टी शर्ट दिखाई है मुझे,उसके पास कोई प्रेस पोलो टी शर्ट दिखाई हैं मुझे,@ उसने वायरस को इम्प्रेस _ @ पोलो टी शर्ट दिखाइए मुझे @ _ @,0.6666666666666666,0.6666666666666666,0.6666666666666666
75,मेरा नाम एक्शन कब तक करेगी,मेरा नाम एक्सन कब तक करेगी,_ रोना वैक्सीन कब तक आएगी @ _ कोरोना @ पता हैं आपकों @ _ कोरोना संकट के अंधेरों को खत्म करने का सम @,0.8,0.8,0.8
76,दैट ऑल द हैंड सेनिटाइजर छोटा वाला,लेट ऑल द हैंड सेनिटाइजर छोटा वाला,डैटौल का हैंड सैनिटाइज़र छोटा वाला @ _ टू यू हैप्पी बर्थडे @,0.6666666666666666,0.6666666666666666,0.6666666666666666
78,शिवानी ट्राइड लेक्सिकल तारा,शिवानी ट्राइड लेक्सिकल तराजू,_ आई नीड प्रीमियर लीग सीज़न @ इलेक्ट्रिकल तराजू @ _ @,1.0,0.8571428571428571,0.8571428571428571
79,शो में बनेगा आपका कितना काम करता है से चार पेजेस टाइम और वैसे कहाँ पे काम काना,शो में बनेगा आपका कितना काम करता है से चार पेजेस टाइम और वैसे कहाँ पे काम बनने,शो मी विनेगर @ _ काम करना चाहिए _ जितना टाइम _ @,1.875,1.875,1.875
80,पॉलीथीन पॉलीथीन नीचे,पॉलीथीन पॉलीथीन का नीचे,पॉलीथिन पॉलीथिन पॉलीथिन,1.0,1.3333333333333333,1.0
81,असूस रोग फोन और वो जी फोन,असूस रोग फोन आर वो जी फोन,असूस रोग फ़ोन आर ओ जी फ़ोन,0.5714285714285714,0.42857142857142855,0.42857142857142855
82,शो मी मेन स्पोर्ट्स शूज,शो में मेन स्पोर्ट्स शूज,@ _ @ शो मी मैंस स्पोर्ट शूज @ _ @,0.4,0.6,0.4
83,अच्छा डिस्काउंट किस पे दे रहा है दिखा दो वो प्रोडक्ट,अच्छा डिस्काउंट किसे दे रहा है दिखा दो वो प्रोडक्ट,अच्छा डिस्काउंट किसपे दे रहा हैं @ _ @ दिखा दो वो प्रोडक्ट @ _ जितना @,0.36363636363636365,0.2727272727272727,0.2727272727272727
84,क्रिस्टी,प्रिस्टली,बाजा _,1.0,1.0,1.0
85,छोटे बच्चे का साइड कर,छोटे बच्चे को साइड कर,@ _ @ छोटे बच्चे का साइकिल @ _ @,0.5,0.75,0.5
86,आई एम लुकिंग फॉर ए ट्राइपॉड इन बजट,आई एम लुकिंग फॉर ए ट्राइपॉड इन ए बजट,आई एम लुकिंग फॉर ट्राइपॉड इन बजट @ _ @,0.14285714285714285,0.2857142857142857,0.14285714285714285
87,एमआई फाइव प्रो का बैक कवर ट्रिप वाला,एमआई फाइव प्रो का बैक कवर फ्लिप वाला,@ _ @ एम आई फाइव प्रो का बैक कवर फ्लिप वाला @ _ @,0.3333333333333333,0.2222222222222222,0.2222222222222222
88,मोबाइल,मोबाइल का,मोबाइल,0.0,1.0,0.0
89,पार्टी के लिए कोई अच्छी सी ड्रेस दिखा दो,पार्टी के लिए कोई अच्छी सी ड्रेस देखा दो,पार्टी के लिए कोई अच्छी सी ड्रेस दिखा दो @ _ बावरा हैं @,0.0,0.1111111111111111,0.0
90,शो में लेटर्स जेम्स मेंट ऑफ लेडी,शो में लेटर्स जेम्स मेंट ऑफ लेडीज,@ _ @ शो मी लेटेस्ट जींस पैंट ऑफ लेडीज @ _ @,0.7142857142857143,0.5714285714285714,0.5714285714285714
91,में में थ्री रेडमी रेडमी थ्री,में में थ्री रेडमी रेडमी एग्री,@ _ @ मी मी ए थ्री @ _ @ रेडमी रेडमी ए थ्री,0.5,0.625,0.5
92,मुझे विंडो कर्टेन्स दिखाओ शेयर टेक्निकल सेशन दिस,मुझे विंडो कर्टेन्स दिखाओ शेयर टेक्निकल सेक्शन ऑफ दिस,@ _ इज दैट ट्रू @ मुझे विंडो कर्टेन्स दिखाओ @ _ टेक्निकल _ नॉलेज _ शेयर _ टेक्निकल सेशन _ @,0.5,0.6666666666666666,0.5
93,पाली नोटेड वाटेज अंडर सेक्शन दैट,कार्नी नोटेड वाटेज अंडर सेक्शन दैट,_ मी नोट एट वाचस् अंडर सिक्स हंड्रेड,0.8571428571428571,0.8571428571428571,0.8571428571428571
94,वो एंड आरो अर्जुन जैसा,बो एंड आरो अर्जुन जैसा,बौ एंड ऐरो अर्जुन जैसा,0.4,0.4,0.4
95,रास्ते से डीन,रास्ते से डील,सस्ती साड़ी,1.5,1.5,1.5
96,ओके फ्रॉम डेल्ही स्टोरेज ऑर्डर केजर फिफ्टीन लेटर्स,ओके फ्रॉम डेल्ही स्टोरेज ऑर्डर केजर फिफ्टी लेटर्स,_ क्रोम्पटन स्टोरेज वाटर गीजर फिफ्टी लिटर्स,1.1666666666666667,1.0,1.0
97,मुझे पोर्टेबल लैपटॉप टेबल चाहिए,मुझे पोर्टेबल लैपटॉप लेबल चाहिए,मुझे पोर्टेबल लैपटॉप टेबल चाहिए,0.0,0.2,0.0
98,माइन्डेलिक्स स्टिक होना,मेनटेलिस्ट स्टिक होना,मंजिल लिपस्टिक _ @ _ कबूतर का बच्चा मम्मा @ मम्मा,1.0,1.0,1.0
99,ट्रैक पैंट्स फॉर जेंट्स पायजजा थर्टी एट,ट्रैक पैंट्स फॉर जेंट्स बतायेजो थर्टी एट,ट्रैक पैंट्स फॉर जेंट्स फॉर द ऐज ऑफ थर्टी एट @ _ @,0.4,0.4,0.4
100,हाउ मच इज फॉर ए लो कलर शॉक कुर्तियां,हाउ मच इज फॉर येलो कलर शॉक कुर्तियां,हाउ मच इज फॉर येलो कलर शॉर्ट कुर्तियाँ,0.5,0.25,0.25
101,पहला बिस्किट का पैकेट बास्केट में डाल दो,पहला बिस्किट का पैकेट बास्केट में डाल दूँ,पेहला बिस्किट का पैकेट कार्ट में डाल दो ,0.25,0.375,0.25
102,अदर साबुन है क्या,अच्छा दो साबुन है क्या,@ _ @ डव साबुन है क्या @ _ @,0.25,0.5,0.25
103,अमर बन माक्रोटेक लिखा हो सकता है पिता मां प्रतीक क्या द सैकड़े,अमर बन माक्रोटेक लिखा हो सकता है पिता मां प्रतीक क्या दे सकते,@ _ @ कमरबंध की रेट दिखाओ @ पंछियों  को प्रतिज्ञाएं करने में इतनी रुचि क्यों है पितामह प्रतिज्ञा में जकड़े @,1.0,1.0,1.0
104,सेंटेड कैंडल्स में कान्स फ्रेंड अवेलेबल है आपके पास,सेंटेड कैंडल्स में कॉन्सल फ्रेंड अवेलेबल है आपके पास,सेंटेड कैंडल में कौन से सेंट अवेलेबल है आपके पास ,0.4,0.4,0.4
105,शो में दिव्या मैं थर्टी के चार कोच सवाल्या और चाहिए मेरे को,शो में दिव्या मैं थर्टी के चार कोच सावला और चाहिए मेरे को,शो मी निविया मेन एक्टिव डीप चारकोल शावर जेल @ _ @,1.3333333333333333,1.3333333333333333,1.3333333333333333
106,नोकिया फोन स्क्रीन पर रकम,नोकिया फोन स्क्रीन पर वेकाम,@ _ @ नोकिया फोन स्क्रीन टच @ बेकार @,0.4,0.4,0.4
107,जाकर करीना काम कर के देंगे,जाकर करीना काम कर कर लेंगे,डाबर हनी का दाम बताइये,1.2,1.2,1.2
108,वन रूपी ऑफर वाला ग्रोसर इज फ्लिपकार्ट,वन रूपी ऑफर वारा ग्रोसर इज फ्लिपकार्ट,वन रूपीज ऑफर वाला ग्रोसरिएस फ्लिपकार्ट ,0.5,0.6666666666666666,0.5
109,डीड,एंड,@ _ @ थर्टी पर्सेंट ऑफ ऑन _ @ _ @,1.0,1.0,1.0
110,आई वांट सम फ्रांस ब्रेसलेट्स एंड एयर,आई वांट सम फ्रांस ब्रेसलेट्स एंड इयर,आई वांट सम फैंसी ब्रेसलेट्स एंड इयरिंग्स,0.2857142857142857,0.2857142857142857,0.2857142857142857
111,शो मी ऑल न्यू मॉडल मोबाइल्स विद पीबी राम एंड फोटो मैच बैटिंग,शो मी ऑल न्यू मॉडल मोबाइल्स विद पीबी राम एंड फोटो ने मैच बैटिंग,शो मी ऑल न्यू मॉडल मोबाइल विथ फॉर जी बी रैम एंड फोटो इन द _ बैटरी,0.5333333333333333,0.5625,0.5333333333333333
112,थ्री बाई सिक्स फोटो फ्रेम,थ्री बाय सिक्स फोटो फ्रेम,थ्री बाई सिक्स फोटो फ्रेम ,0.0,0.2,0.0
113,राइट आगे भी बदला है साई यही दिक्कत है क्या क्या किसने आई टेन वाज,राइट आगे भी बदला है साई यही दिक्कत है क्या क्या किसीने आई टेन वाज,@ _ @ टाइटन वॉच @ _ @,7.5,7.5,7.5
114,वन प्लस लेटेस्ट टीवी,वन प्लेस लेटेस्ट टीवी,@ _ @ वन प्लस लेटेस्ट टी वी @ _ @,0.4,0.6,0.4
115,वांट ए डुप्लीकेट प्लांट,वांट ए डुप्लिकेट प्लांट,_ का डुप्लीकेट प्लांट @ _ @,0.6666666666666666,1.0,0.6666666666666666
117,अमेरिकन टूरिस्टर ट्राली दिखाओगे,अमेरिकन टूरिस्टर ट्रॉली दिखाओगे,@ डाउनलोड करे @ अमेरिकन टूरिस्टर ट्राली दिखाओगे @ खबर वही @,0.0,0.25,0.0
118,स्ट्राइप्स हाउ वुड नेक्स्ट सेड शॉर्ट फॉर मैन,स्ट्राइप्स हाउ वुड नेक्स्ट हेड शॉर्ट फॉर मैन,@ _ @ स्ट्राइप्ड _ शर्ट फॉर मेन @ _ @,1.75,1.75,1.75
119,आई एम सर्चिंग फॉर लिप बाम,आई एम सर्चिंग फॉर लिप बॉम,आई एम सर्चिंग फॉर लिप बाम ,0.0,0.16666666666666666,0.0
120,दो साल के बच्चों के लिए पड़े दिखाना जीन्स पैंट दिखाना,दो साल के बच्चों के लिए बड़े दिखाना जीन्स पैंट दिखाना,@ _ @ दो साल बच्चों के लिए कपड़े दिखाना @ तुझपे ही तो मेरा हक @ जींस पैंट दिखाना,0.5333333333333333,0.5333333333333333,0.5333333333333333
121,मैंने रिमोट टाइम ट्रायल कारन,मैंने रिमोट दे इन ट्रायल कारन,_ रिमोट कंट्रोल कार _,1.3333333333333333,1.6666666666666667,1.3333333333333333
122,सनग्लासेस पे कितना डिस्काउंट मिलेगा,सन ग्लासेस पे कितना डिस्काउंट मिलेगा,सन ग्लासेस पे कितना डिस्काउंट मिलेगा,0.3333333333333333,0.0,0.0
123,हाँ कर्सर के स्पेयर सिखाना गाड़ी के स्प्रेड,हाँ कर्सर के स्पेयर सिखाना गाड़ी के स्प्रे,@ _ हु बेसहारा @ पल्सर के स्पीयर पार्ट्स दिखाना पल्सर गाड़ी के स्पीयर पार्ट्स @ _ @,0.75,0.75,0.75
124,प्लेजर लॉन्ग टॉप बहुत कम,प्लेजर लॉन्ग टॉप बहुत काम,ब्लेजर लॉन्ग टॉप बहुत सारा @ _ @,0.4,0.4,0.4
125,मुझे केक डेकोरेशन का आइटम्स चाहिए आपके पास है क्या,मुझे केक डेकोरेशन का आइटम्स चाहिए आपके पास हैं क्या,मुझे केक डेकोरेशन का आइटम्स चाहिए आपके पास है क्या @ _ @,0.0,0.1,0.0
126,बाइक ढकने वाले कवर,बाइक ढकने वाला कवर,बाइक ढकने वाला कवर @ _ @,0.25,0.0,0.0
127,सोफा लेदर वाला लेकिन वाला सोमालिया,सोफा लेदर वाला लेकिन वाला शोकांतिका,सोफा @ लेदर वाला @ लेदर वाला सोफा _ @ _ @,0.3333333333333333,0.3333333333333333,0.3333333333333333
